fid,xcoord,ycoord,date_day,date_month,date_year,SPECIES,daily_text_comment_rem,layer,code,cellcode
268,7.238132583,44.19974318,16,7,2016,Somatochlora alpestris,,export_20241130,Alpine,10kmE409N234
269,7.153834156,44.20680643,8,9,2016,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
270,7.237811,44.199489,27,7,2017,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE409N234
271,7.237406,44.199201,27,7,2017,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
272,7.237162,44.198967,27,7,2017,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
273,7.237216,44.198868,27,7,2017,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
274,7.237197,44.198903,27,7,2017,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE409N234
275,7.237245,44.198658,27,7,2017,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
276,7.227026,44.194816,27,7,2017,Somatochlora alpestris,,export_20241130,Alpine,10kmE409N234
277,7.227094,44.194739,27,7,2017,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
278,7.227358,44.194966,27,7,2017,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE409N234
279,7.240109,44.20066,27,7,2017,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
280,7.237808,44.199593,27,7,2017,Odonata sp.,,export_20241130,Alpine,10kmE409N234
281,7.231928,44.196863,27,7,2017,Aeshna cyanea,,export_20241130,Alpine,10kmE409N234
282,7.150413953,44.2026841,14,10,2017,Sympetrum striolatum,,export_20241130,Alpine,10kmE409N234
283,7.143314427,44.20488401,1,7,2018,Libellula depressa,,export_20241130,Alpine,10kmE409N234
284,7.149800894,44.20261033,1,7,2018,Libellula quadrimaculata,,export_20241130,Alpine,10kmE409N234
285,7.240165,44.200848,28,7,2018,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE409N234
286,7.240165,44.200848,28,7,2018,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
287,7.239909,44.200844,28,7,2018,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE409N234
288,7.240334,44.200417,28,7,2018,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE409N234
289,7.238318,44.199773,28,7,2018,Somatochlora alpestris,,export_20241130,Alpine,10kmE409N234
290,7.236712,44.199384,28,7,2018,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE409N234
291,7.240039,44.200479,28,7,2018,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
292,7.227634,44.194888,28,7,2018,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
293,7.237988,44.199691,28,7,2018,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
294,7.141179,44.213153,29,7,2018,Aeshna cyanea,,export_20241130,Alpine,10kmE409N234
295,7.141179,44.213153,29,7,2018,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
296,7.144084386,44.21198338,29,7,2018,Aeshna cyanea,,export_20241130,Alpine,10kmE409N234
297,7.144084386,44.21198338,29,7,2018,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
298,7.237259,44.199095,28,6,2019,Somatochlora alpestris,,export_20241130,Alpine,10kmE409N234
299,7.236955,44.198994,28,6,2019,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
300,7.226585,44.194921,28,6,2019,Libellula quadrimaculata,,export_20241130,Alpine,10kmE409N234
301,7.226991,44.194873,28,6,2019,Somatochlora alpestris,,export_20241130,Alpine,10kmE409N234
302,7.236955,44.198994,28,6,2019,Somatochlora alpestris,,export_20241130,Alpine,10kmE409N234
303,7.231798,44.197164,28,6,2019,Somatochlora alpestris,,export_20241130,Alpine,10kmE409N234
304,7.148883,44.205622,14,7,2019,Somatochlora alpestris,,export_20241130,Alpine,10kmE409N234
305,7.135137441,44.2056473,11,7,2020,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
306,7.21169,44.18991,19,7,2020,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE409N234
307,7.227816,44.194808,19,7,2020,Somatochlora alpestris,,export_20241130,Alpine,10kmE409N234
308,7.227808,44.194883,19,7,2020,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
309,7.237234,44.199185,19,7,2020,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
310,7.238062,44.199706,19,7,2020,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
311,7.238062,44.199706,19,7,2020,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
312,7.223727,44.190978,19,7,2020,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE409N234
313,7.237337,44.199283,19,7,2020,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
314,7.233345,44.197985,19,7,2020,Somatochlora alpestris,,export_20241130,Alpine,10kmE409N234
315,7.237854,44.199923,19,7,2020,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
316,7.237337,44.199283,19,7,2020,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
317,7.239904,44.20066,19,7,2020,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
318,7.128517,44.209041,21,8,2020,Anax ephippiger,,export_20241130,Alpine,10kmE409N234
319,7.143389,44.203498,21,8,2020,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
320,7.143389,44.203498,21,8,2020,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
321,7.143783,44.210377,21,8,2020,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
322,7.137848,44.215672,21,8,2020,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
323,7.138453,44.215488,21,8,2020,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
324,7.137941,44.215765,21,8,2020,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
325,7.138206,44.215739,21,8,2020,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
326,7.135269,44.205365,23,7,2022,Anax ephippiger,,export_20241130,Alpine,10kmE409N234
327,7.143268,44.205163,23,7,2022,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
328,7.14317,44.205233,23,7,2022,Coenagrion puella,,export_20241130,Alpine,10kmE409N234
329,7.138944,44.215853,23,7,2022,Enallagma cyathigerum,,export_20241130,Alpine,10kmE409N234
330,7.143268,44.205163,23,7,2022,Lestes dryas,,export_20241130,Alpine,10kmE409N234
331,7.143345,44.205054,23,7,2022,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
332,7.138944,44.215853,23,7,2022,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
333,7.143212,44.205129,23,7,2022,Lestes dryas,,export_20241130,Alpine,10kmE409N234
334,7.143423,44.204894,23,7,2022,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
335,7.143217,44.205143,23,7,2022,Coenagrion puella,,export_20241130,Alpine,10kmE409N234
336,7.138409,44.215843,23,7,2022,Enallagma cyathigerum,,export_20241130,Alpine,10kmE409N234
337,7.143218,44.205149,23,7,2022,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
338,7.14987326,44.20285231,1,9,2022,Anax ephippiger,,export_20241130,Alpine,10kmE409N234
339,7.14987326,44.20285231,1,9,2022,Sympetrum pedemontanum,,export_20241130,Alpine,10kmE409N234
340,7.14987326,44.20285231,1,9,2022,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
341,7.14987326,44.20285231,1,9,2022,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE409N234
342,7.14987326,44.20285231,1,9,2022,Aeshna cyanea,,export_20241130,Alpine,10kmE409N234
343,7.143296467,44.20490515,1,9,2022,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
344,7.143296467,44.20490515,1,9,2022,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE409N234
345,7.143296467,44.20490515,1,9,2022,Aeshna cyanea,,export_20241130,Alpine,10kmE409N234
346,7.14815528,44.20627801,1,9,2022,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE409N234
347,7.14815528,44.20627801,1,9,2022,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
348,7.14815528,44.20627801,1,9,2022,Aeshna cyanea,,export_20241130,Alpine,10kmE409N234
349,7.137200651,44.2159809,1,9,2022,Aeshna cyanea,,export_20241130,Alpine,10kmE409N234
350,7.137735744,44.21566952,1,9,2022,Aeshna cyanea,,export_20241130,Alpine,10kmE409N234
351,7.13819406,44.21567936,1,9,2022,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
352,7.138405613,44.21585836,1,9,2022,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
353,7.137882338,44.21626793,1,9,2022,Aeshna cyanea,,export_20241130,Alpine,10kmE409N234
354,7.137882338,44.21626793,1,9,2022,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
355,7.140942,44.211372,22,7,2023,Somatochlora alpestris,,export_20241130,Alpine,10kmE409N234
356,7.140899,44.213902,22,7,2023,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
357,7.239819,44.19549,27,7,2024,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
358,7.239819,44.19549,27,7,2024,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
359,7.239583,44.195375,27,7,2024,Libellula depressa,,export_20241130,Alpine,10kmE409N234
360,7.237209,44.198934,27,7,2024,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
361,7.236761,44.198613,27,7,2024,Coenagrion puella,,export_20241130,Alpine,10kmE409N234
362,7.236309,44.198135,27,7,2024,Libellula quadrimaculata,,export_20241130,Alpine,10kmE409N234
363,7.235927,44.198045,27,7,2024,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE409N234
364,7.227467,44.194944,27,7,2024,Somatochlora alpestris,,export_20241130,Alpine,10kmE409N234
365,7.236992,44.198718,27,7,2024,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
366,7.227467,44.194944,27,7,2024,Aeshna juncea,,export_20241130,Alpine,10kmE409N234
367,7.211141566,44.19081433,10,8,2010,Aeshna juncea,,rimappato20230915,Alpine,10kmE409N234
368,7.140913706,44.21343014,23,7,2011,Aeshna juncea,,rimappato20230915,Alpine,10kmE409N234
369,7.140913706,44.21343014,11,8,2011,Aeshna juncea,,rimappato20230915,Alpine,10kmE409N234
370,7.210366233,44.19909821,10,8,2010,Aeshna juncea,,rimappato20230915,Alpine,10kmE409N234
371,7.227776893,44.19537355,30,8,2009,Sympetrum pedemontanum,,rimappato20230915,Alpine,10kmE409N234
372,7.227776893,44.19537355,27,8,2009,Aeshna juncea,,rimappato20230915,Alpine,10kmE409N234
373,7.227776893,44.19537355,29,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE409N234
374,7.236107583,44.19819562,28,8,2009,Anax ephippiger,,rimappato20230915,Alpine,10kmE409N234
375,7.236107583,44.19819562,28,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE409N234
376,7.240249929,44.19964759,3,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE409N234
377,7.302529398,44.16875752,9,9,2007,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE410N234
378,7.272165231,44.20663086,25,8,2013,Anax parthenope,,export_20241130,Alpine,10kmE410N234
379,7.272165231,44.20663086,25,8,2013,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE410N234
380,7.266691656,44.19957201,28,6,2014,Cordulegaster bidentata,,export_20241130,Alpine,10kmE410N234
381,7.266691656,44.19957201,10,7,2014,Cordulegaster bidentata,,export_20241130,Alpine,10kmE410N234
382,7.253383149,44.20409911,28,7,2015,Aeshna juncea,,export_20241130,Alpine,10kmE410N234
383,7.276526601,44.16213602,13,8,2016,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE410N234
384,7.26888845,44.17259876,13,8,2016,Anax parthenope,,export_20241130,Alpine,10kmE410N234
385,7.275835,44.16076199,12,8,2017,Anax ephippiger,,export_20241130,Alpine,10kmE410N234
386,7.275835,44.16076199,12,8,2017,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE410N234
387,7.274133,44.16314599,12,8,2017,Anax ephippiger,,export_20241130,Alpine,10kmE410N234
388,7.280247817,44.16376447,12,8,2017,Anax ephippiger,,export_20241130,Alpine,10kmE410N234
389,7.280247817,44.16376447,12,8,2017,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE410N234
390,7.269288,44.15626999,8,8,2020,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE410N234
391,7.243137,44.193197,27,7,2024,Libellula quadrimaculata,,export_20241130,Alpine,10kmE410N234
392,7.243137,44.193197,27,7,2024,Pyrrhosoma nymphula,,export_20241130,Alpine,10kmE410N234
393,7.243137,44.193197,27,7,2024,Libellula quadrimaculata,,export_20241130,Alpine,10kmE410N234
394,7.270058927,44.16422414,28,6,2009,Anax parthenope,,rimappato20230915,Alpine,10kmE410N234
395,7.270058927,44.16422414,28,6,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE410N234
396,7.270949376,44.16412477,28,8,2009,Anax parthenope,,rimappato20230915,Alpine,10kmE410N234
397,7.270949376,44.16412477,28,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE410N234
398,7.278336344,44.2116621,3,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE410N234
399,7.274429976,44.20730007,31,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE410N234
400,7.266326545,44.20451818,21,8,2010,Aeshna juncea,,rimappato20230915,Alpine,10kmE410N234
401,7.274702847,44.20893515,28,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE410N234
402,7.273482188,44.20700743,31,8,2009,Anax parthenope,,rimappato20230915,Alpine,10kmE410N234
403,7.269954638,44.1707846,8,8,2007,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE410N234
404,7.268962609,44.18220195,3,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE410N234
405,7.270496397,44.19726904,28,8,2009,Anax parthenope,,rimappato20230915,Alpine,10kmE410N234
406,7.269954638,44.1707846,22,8,2007,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE410N234
407,7.269954638,44.1707846,6,9,2007,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE410N234
408,7.267957917,44.17747248,28,8,2009,Crocothemis erythraea,,rimappato20230915,Alpine,10kmE410N234
409,7.267957917,44.17747248,28,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE410N234
410,7.244280402,44.20109721,3,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE410N234
411,7.423528431,44.14220505,17,8,2011,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
412,7.407607618,44.20119365,19,8,2012,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
413,7.423528431,44.14220505,6,8,2013,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
414,7.423528431,44.14220505,6,8,2013,Coenagrion puella,,export_20241130,Alpine,10kmE411N234
415,7.423528431,44.14220505,6,8,2013,Somatochlora alpestris,,export_20241130,Alpine,10kmE411N234
416,7.423528431,44.14220505,6,8,2013,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE411N234
417,7.379452811,44.20826491,18,7,2014,Cordulegaster bidentata,,export_20241130,Alpine,10kmE411N234
418,7.379452811,44.20826491,18,7,2014,Libellula depressa,,export_20241130,Alpine,10kmE411N234
419,7.423528431,44.14220505,17,8,2014,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
420,7.423528431,44.14220505,17,8,2014,Libellula quadrimaculata,,export_20241130,Alpine,10kmE411N234
421,7.418254552,44.14775269,17,8,2014,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE411N234
422,7.405513113,44.15657896,17,8,2014,Anax ephippiger,,export_20241130,Alpine,10kmE411N234
423,7.405513113,44.15657896,17,8,2014,Anax parthenope,,export_20241130,Alpine,10kmE411N234
424,7.423528431,44.14220505,18,7,2015,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
425,7.423528431,44.14220505,18,7,2015,Enallagma cyathigerum,,export_20241130,Alpine,10kmE411N234
426,7.423528431,44.14220505,18,7,2015,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE411N234
427,7.423528431,44.14220505,18,7,2015,Somatochlora alpestris,,export_20241130,Alpine,10kmE411N234
428,7.423528431,44.14220505,18,7,2015,Libellula depressa,,export_20241130,Alpine,10kmE411N234
429,7.423528431,44.14220505,18,7,2015,Coenagrion puella,,export_20241130,Alpine,10kmE411N234
430,7.405513113,44.15657896,8,8,2015,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE411N234
431,7.423528431,44.14220505,17,8,2015,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
432,7.423528431,44.14220505,17,8,2015,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE411N234
433,7.400441536,44.16846144,17,8,2015,Anax parthenope,,export_20241130,Alpine,10kmE411N234
434,7.406321719,44.15100129,17,8,2015,Anax parthenope,,export_20241130,Alpine,10kmE411N234
435,7.406321719,44.15100129,17,8,2015,Anax ephippiger,,export_20241130,Alpine,10kmE411N234
436,7.406829101,44.1506546,17,8,2015,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE411N234
437,7.423528431,44.14220505,9,7,2016,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
438,7.423528431,44.14220505,9,7,2016,Somatochlora alpestris,,export_20241130,Alpine,10kmE411N234
439,7.423528431,44.14220505,9,7,2016,Coenagrion puella,,export_20241130,Alpine,10kmE411N234
440,7.400394,44.16997599,30,7,2017,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE411N234
441,7.408789,44.15000999,30,7,2017,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE411N234
442,7.423157,44.14196699,30,7,2017,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
443,7.424505,44.14220299,30,7,2017,Somatochlora alpestris,,export_20241130,Alpine,10kmE411N234
444,7.423528431,44.14220505,14,7,2018,Odonata sp.,,export_20241130,Alpine,10kmE411N234
445,7.399376,44.16124999,3,8,2019,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE411N234
446,7.412289,44.14872099,3,8,2019,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE411N234
447,7.42412,44.14186799,3,8,2019,Libellula quadrimaculata,,export_20241130,Alpine,10kmE411N234
448,7.40134,44.15687899,3,8,2019,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE411N234
449,7.42412,44.14186799,3,8,2019,Sympetrum fonscolombei,,export_20241130,Alpine,10kmE411N234
450,7.423764,44.14171899,3,8,2019,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
451,7.424081,44.14220299,3,8,2019,Libellula depressa,,export_20241130,Alpine,10kmE411N234
452,7.423764,44.14171899,3,8,2019,Libellula depressa,,export_20241130,Alpine,10kmE411N234
453,7.424186,44.14207799,3,8,2019,Libellula depressa,,export_20241130,Alpine,10kmE411N234
454,7.424218,44.14208799,3,8,2019,Anax ephippiger,,export_20241130,Alpine,10kmE411N234
455,7.423795,44.14205699,26,7,2020,Somatochlora alpestris,,export_20241130,Alpine,10kmE411N234
456,7.424079,44.14195999,26,7,2020,Coenagrion puella,,export_20241130,Alpine,10kmE411N234
457,7.423262,44.14183299,26,7,2020,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
458,7.424079,44.14195999,26,7,2020,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
459,7.424079,44.14195999,26,7,2020,Somatochlora alpestris,,export_20241130,Alpine,10kmE411N234
460,7.42414,44.14214499,26,7,2020,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
461,7.42414,44.14214499,26,7,2020,Somatochlora alpestris,,export_20241130,Alpine,10kmE411N234
462,7.42414,44.14214499,26,7,2020,Coenagrion puella,,export_20241130,Alpine,10kmE411N234
463,7.423117,44.14271599,1,7,2022,Libellula depressa,,export_20241130,Alpine,10kmE411N234
464,7.424072,44.14182299,5,8,2023,Aeshna juncea,,export_20241130,Alpine,10kmE411N234
465,7.424072,44.14182299,5,8,2023,Libellula quadrimaculata,,export_20241130,Alpine,10kmE411N234
466,7.424072,44.14182299,5,8,2023,Libellula depressa,,export_20241130,Alpine,10kmE411N234
467,7.384163014,44.21038797,2,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE411N234
468,7.392671338,44.22545115,27,8,2009,Anax parthenope,,rimappato20230915,Alpine,10kmE411N234
469,7.392671338,44.22545115,27,8,2009,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE411N234
470,7.378703739,44.20762633,2,8,2009,Cordulegaster bidentata,,rimappato20230915,Alpine,10kmE411N234
471,7.446345421,44.19339726,9,8,2007,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE411N234
472,7.410043382,44.14958056,11,8,2010,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE411N234
473,7.42265395,44.14367556,11,8,2010,Aeshna juncea,,rimappato20230915,Alpine,10kmE411N234
474,7.396383966,44.17206666,11,8,2010,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE411N234
475,7.423650108,44.14206548,17,8,2011,Aeshna juncea,,rimappato20230915,Alpine,10kmE411N234
476,7.423588532,44.14168556,11,8,2010,Aeshna juncea,,rimappato20230915,Alpine,10kmE411N234
477,7.423588532,44.14168556,11,8,2010,Somatochlora alpestris,,rimappato20230915,Alpine,10kmE411N234
478,7.423588532,44.14168556,11,8,2010,Sympetrum fonscolombii,,rimappato20230915,Alpine,10kmE411N234
